Topic,Words,Frequency,Timestamp,Global_Representation
17,"zuhause ort, heimweh, going home, wahre zuhause, like home",262,2015-2019,Heimat und Zugehörigkeit
18,"innenleben sehnsucht, ex partners, beziehung einst, zerrissene innenleben, ringen wunsch",1899,2015-2019,Unerwiderte Liebe
19,"vermittelt optimistische, manifestes, manifestierter aufruf, kraftvolles manifest, durchhaltewillen",935,2015-2019,Selbstermächtigung und Resilienz
20,"deutschen rap, rap szene, rappers, machtdemonstration, rap business",723,2015-2019,Aggressive Selbstinszenierung
21,"bethlehem, hirten, christi, noel, neugeborenen",37,2015-2019,Christlicher Glaube
22,"beziehung liebe, berauschend zerstörerisch, beziehung verlangen, addicted, beziehung berauschend",628,2015-2019,Toxische Liebesabhängigkeit
23,"kaliforniens, kalifornischen, südens, mississippi, kansas",47,2015-2019,Sehnsucht nach Amerika
24,"ex partners, befreiung toxischen, ringen wunsch, selbstbefreiungs, selbstbehauptungs",457,2015-2019,Befreiung aus toxischer Beziehung
25,"adler, nachtigall, ikarus, adlers, laterne",301,2015-2019,Fliegen als Freiheitsmotiv 
26,"entfaltet liebe, überschwängliches, entfaltet poetisches, venus, begegnung geliebten",402,2015-2019,Liebe als Transzendentes
27,"väterlicher, emotionales tribut, mutter kind, emotionales bekenntnis, mütterliche liebe",152,2015-2019,Eltern‑Kind Bindung
28,"black coffee, red wine, schluck, kneipe, weins",68,2015-2019,Alkohol und Einsamkeit
29,"torheit, paradoxes beziehungsgeflecht, dysfunktionalen, beziehungsgeflecht liebe, lie lie",104,2015-2019,Naivität in der Liebe
30,"ring ring, khalid, laurie, telefons, back baby",128,2015-2019,Das Telefon als Sehnsuchtsmotiv
31,"jugendlicher verliebtheit, jugendlicher leidenschaft, vermittelt jugendlicher, liebesmanifest, sehnsucht unsicherheit",446,2015-2019,Jugendliche Liebesballade
32,"rückblick unbeschwerte, were young, peter pan, pan, melancholischer rückblick",247,2015-2019,Nostalgie der Jugend
33,"let snow, frightful, schnees, nutzt winterliche, delightful",59,2015-2019,Winter als Liebesmetapher
34,"sandmann, go sleep, slumbers, zärtliches wiegenlied, nächtliches wiegenlied",18,2015-2019,Schlaflieder
35,"online, algorithmen, bildschirmen, bildschirme, daten",643,2015-2019,Technokratische Dystopie und Systemkritik
36,"goldes, goldmine, gold steht, herz gold, fool gold",62,2015-2019,Edelsteine als Motiv für Beständigkeit
37,"snoop, dogg, snoop dogg, west coast, wayne",89,2015-2019,Westküsten‑Gangsta‑Identität
38,"roulette, kartenspiels, gambler, glücksspiels, kartenspiel",52,2015-2019,Glücksspiel als Metapher für das Leben
39,"america, amerikanischen traums, american dream, ashes, america beautiful",84,2015-2019,Amerikanische Identität und Kolonialismus
40,"stand by, bekenntnis bedingungsloser, intimes bekenntnis, bedingungsloser unterstützung, zärtliches bekenntnis",330,2015-2019,Bedingungslose Unterstützung in Beziehungen
41,"hoo doo, blues genre, blues musikalisches, musikalisches genre, had blues",18,2015-2019,Blues als Ausdruck von Schmerz
42,"cowboys, pferde, wild horses, john wayne, outlaws",42,2015-2019,Amerikanischer Western‑Mythos
43,"autumn, autumn leaves, herbstes, laubs, frühjahr",117,2015-2019,Jahreszeiten als Motiv des Wandels
44,"kollegah, unantastbarer, kollegahs, kollegah positioniert, unantastbaren",76,2015-2019,"Inszenierung von Macht, Luxus und Gewalt"
45,"wobei wasser, waterfall, fluss steht, holy water, wunsch fluss",144,2015-2019,Wasser als Motiv
46,"körperliche verlangen, unmittelbarer körperlicher, dating, erotische, spiel verlangen",342,2015-2019,Begierde und körperliche Verführung
47,"bushido, bushido positioniert, unantastbarer, sonny, bushidos",40,2015-2019,Unantastbare Rap‑Identität
48,"los los, broadway, brooklyn, skyline, detroit",116,2015-2019,Urbanes Stadtporträt
49,"indigo, farbe blau, no sunshine, black blue, blau steht",55,2015-2019,Blau als Symbol der Melancholie
50,"runaway, run run, runaways, ground running, weiterlaufen",389,2015-2019,Flucht als Motiv der Bewältigung
51,"alien, paradieses, raumschiff, astronauten, weltraums",135,2015-2019,Eskapismus: Die Flucht in Reise- und Sehnsuchtsorte
53,"nicki, minaj, eminems, nicki minaj, eminem",119,2015-2019,Hip‑Hop Machtdemonstration
54,"samy, deluxe, samy deluxe, samys, deluxe positioniert",33,2015-2019,Selbstinszenierung im Rap und Szenekritik
55,"hollywoods, sicario, unterhaltungsindustrie, krokodil, chemie",25,2015-2019,"Glamour, Ruhm, Illusion"
56,"silent night, holy night, weihnachtsbotschaft, heavenly peace, sleep heavenly",14,2015-2019,Weihnachten und Gott
57,"zappa, deichkind, partyszene, 257ers, exzessiven",548,2015-2019,Satirische Gesellschaftskritik
58,"everglow, iris, ramblin, thorns, bramble",44,2015-2019,Natur als Liebesmetapher
59,"erwartungen genügen, masquerade, vivian, verletzlichkeit verbergen, bulletproof",186,2015-2019,Symbol der Verstellung und Schutzmechanismen
60,"cold outside, baby cold, eiskalt, really can, pneumonia",88,2015-2019,Die Metaphorik der Kälte als emotionale Distanz
61,"farid, ufo361, farid bang, fler, kurdo",213,2015-2019,Deutschrap Battle‑Provokation
62,"schmetterlings, schmetterling, schmetterlinge, nutzt schmetterlings, got day",15,2015-2019,Schmetterlingsmetaphorik über Wandel und neue Freiheit
63,"nas, compton, niggas, kendrick, dre",88,2015-2019,Straßenleben und Gewalt
64,"white christmas, jingle, sleigh, schnees, weihnachtszeit",35,2015-2019,Weihnachten und Winter
65,"eko, eko fresh, hartz, fresh nutzt, deutschen rap",26,2015-2019,Selbstinszenierung im Rap
-1,"zahlen zahlen, gig, doja, polo, laut laut",6061,2020-2024,Rauschen
0,"monolog sehnsucht, monolog zerrissenheit, monolog sprecherin, monolog verlangen, entfaltet monolog",2044,2020-2024,Zerrissene Selbstreflexion
1,"rave, körperliche bewegung, elektronischen, tanzkultur, scooter",329,2020-2024,Kollektiver Tanzrausch
2,"regen steht, nutzt regens, äußere wetter, let rain, prasseln",169,2020-2024,Regen als Trauermotiv
3,"weihnachtszeit, merry christmas, weihnachtsfest, weihnachtsmann, mistelzweig",371,2020-2024,Weihnachtslieder
4,"reezy, konsumgesellschaft, satirisches, konsumenten, instagram",299,2020-2024,Konsumkritik
5,"drogenhandel, illegalen, benz, krimineller, rappers",2779,2020-2024,"Luxus, Gewalt, Kriminalität"
6,"motors, driver, fahrzeugs, autofahrt, chevrolet",157,2020-2024,Autofahren als Freiheitsmotiv
7,"liebesmanifest, überschwängliches, intimes bekenntnis, liebe allumfassende, leidenschaftliches bekenntnis",601,2020-2024,Ewige Liebesbindung
8,"zugfahrt, choo, magic bus, midnight train, eisenbahn",31,2020-2024,Der Zug als Metapher für das Voranschreiten
9,"inneres gefängnis, selbstzerstörung verzweifelten, dämon, wunsch rettung, selbstverletzung",804,2020-2024,Zerrissene Psyche
10,"gläubigen, christlicher, vertrauen göttliche, christlichen, christus",69,2020-2024,Göttliche Gegenwart
11,"waldbrand, fiebers, steht intensive, feuer eis, inferno",148,2020-2024,Feuer als Motiv der Leidenschaft
12,"angel eyes, engel flügel, angel entfaltet, engel steht, melek",46,2020-2024,Engelsmotive
13,"bevölkerung, ökologischen, düsteres panorama, eindringlicher protest, umweltzerstörung",441,2020-2024,Gesellschaftskritik und Krieg
14,"venedig, mondlichts, summertime, sommerromanze, blue moon",111,2020-2024,Mondmotive und Liebe
15,"gemeinsames handeln, jah, gentleman, kollektives erwachen, kollektive gewissen",389,2020-2024,Solidarität und Kollektivität
16,"segelns, maritime, atlantis, segel, kapitän",228,2020-2024,Motive des Meeres
17,"zuhaus, wort home, zuhause ort, wahre zuhause, heimweh",186,2020-2024,Heimat und Zugehörigkeit
18,"ex partners, innenleben sehnsucht, sehnsucht selbstschutz, zerrissene innenleben, selbstvorwurf",1941,2020-2024,Unerwiderte Liebe
19,"manifestierter aufruf, manifestes, vermittelt optimistische, achtsamkeit, durchhaltewillen",791,2020-2024,Selbstermächtigung und Resilienz
20,"deutschen rap, ferris, rap szene, pa sports, rappers",361,2020-2024,Aggressive Selbstinszenierung
21,"bethlehem, hirten, christi, geburt jesu, gloria",32,2020-2024,Christlicher Glaube
22,"verführerin, verlangen selbstzerstörung, beziehung liebe, berauschend zerstörerisch, toxischer",636,2020-2024,Toxische Liebesabhängigkeit
23,"kaliforniens, kalifornischen, kalifornische, louisiana, südstaaten",36,2020-2024,Sehnsucht nach Amerika
24,"ex partners, kraftvolles bekenntnis, selbstbehauptungs, befreiung toxischen, erdrückenden beziehung",552,2020-2024,Befreiung aus toxischer Beziehung
25,"adler, blackbird, flieg, weiße taube, adlers",225,2020-2024,Fliegen als Freiheitsmotiv 
26,"entfaltet liebe, venus, überschwängliches, liebesmanifest, entfaltet poetisches",381,2020-2024,Liebe als Transzendentes
27,"tick, tock, mütterliche liebe, vater sohn, tick tock",120,2020-2024,Eltern‑Kind Bindung
28,"kneipe, nancy, alcohol, trink, lilac",90,2020-2024,Alkohol und Einsamkeit
29,"fool gold, lil tjay, tjay, fool love, ava",87,2020-2024,Naivität in der Liebe
30,"khalid, call name, festnetz, telefons, telefonieren",131,2020-2024,Das Telefon als Sehnsuchtsmotiv
31,"jugendlicher verliebtheit, liebesmanifest, jugendlicher leidenschaft, jugendlicher unsicherheit, moderner liebes",373,2020-2024,Jugendliche Liebesballade
32,"abenteuerland, forever young, rückblick unbeschwerte, melancholischer rückblick, nachdenklicher rückblick",232,2020-2024,Nostalgie der Jugend
33,"let snow, nutzt winterliche, schnees, äußere kälte, november",53,2020-2024,Winter als Liebesmetapher
34,"enter, sandman, sandmann, kind schlaf, under bed",18,2020-2024,Schlaflieder
35,"online, algorithmen, daten, bildschirme, pandemie",581,2020-2024,Technokratische Dystopie und Systemkritik
36,"goldes, gold steht, alchemie, funkeln, diamonds are",57,2020-2024,Edelsteine als Motiv für Beständigkeit
37,"snoop, dogg, snoop dogg, west coast, wayne",85,2020-2024,Westküsten‑Gangsta‑Identität
38,"joker, roulette, kartenspiels, dice, kartenspiel",49,2020-2024,Glücksspiel als Metapher für das Leben
39,"america, american dream, amerikanischen traums, nationaler, bruce",75,2020-2024,Amerikanische Identität und Kolonialismus
40,"intimes bekenntnis, bekenntnis bedingungsloser, zärtliches bekenntnis, bedingungsloser unterstützung, verlässlicher anker",364,2020-2024,Bedingungslose Unterstützung in Beziehungen
41,"flags fly, fly at, half mast, at half, hard hearted",9,2020-2024,Blues als Ausdruck von Schmerz
42,"cowboys, pferde, pferden, highway 61, 61",31,2020-2024,Amerikanischer Western‑Mythos
43,"autumn, herbstes, november, sanduhr, august",113,2020-2024,Jahreszeiten als Motiv des Wandels
44,"kollegah, kollegah positioniert, unantastbarer, kollegahs, unantastbaren",91,2020-2024,"Inszenierung von Macht, Luxus und Gewalt"
45,"ertrinkens, fluss steht, gewässer, nutzt wassers, wobei wasser",139,2020-2024,Wasser als Motiv
46,"körperliche anziehung, körperliche verlangen, lambert, körperlicher anziehung, usher",237,2020-2024,Begierde und körperliche Verführung
47,"bushido, bushido positioniert, bushidos, unantastbarer, sonny",35,2020-2024,Unantastbare Rap‑Identität
48,"los los, broadway, skyline, wien, detroit",114,2020-2024,Urbanes Stadtporträt
49,"farbe blau, indigo, blau steht, blue inneres, shade blue",59,2020-2024,Blau als Symbol der Melancholie
50,"runaway, run run, running away, alice, pandemie",366,2020-2024,Flucht als Motiv der Bewältigung
51,"alien, astronaut, spaceman, paradieses, astronauten",129,2020-2024,Eskapismus: Die Flucht in Reise- und Sehnsuchtsorte
52,"transportiert ve, four anschließende, roher impuls, improvisiertes ständchen, ständchen tiefere",1,2020-2024,"Funk, Soul und Tanzkultur"
53,"megan, megan thee, uzi, thee stallion, stallion",256,2020-2024,Hip‑Hop Machtdemonstration
54,"samy, deluxe, samy deluxe, samys, boom bap",21,2020-2024,Selbstinszenierung im Rap und Szenekritik
55,"hollywoods, couch, jacky, hollywood hills, maracuja",35,2020-2024,"Glamour, Ruhm, Illusion"
56,"silent night, holy night, heavenly peace, sleep heavenly, weihnachtsbotschaft",16,2020-2024,Weihnachten und Gott
57,"zappa, krasavice, exzessiven, partyszene, katja",584,2020-2024,Satirische Gesellschaftskritik
58,"schwarzen rosen, bouquet, marigolds, weiße rose, blüht",50,2020-2024,Natur als Liebesmetapher
59,"halsey, täters, erwartungen genügen, selbstsabotage, masquerade",227,2020-2024,Symbol der Verstellung und Schutzmechanismen
60,"frostigen, cold outside, emotionaler erstarrung, baby cold, eiszeit",100,2020-2024,Die Metaphorik der Kälte als emotionale Distanz
61,"farid, farid bang, ufo361, fler, kurdo",194,2020-2024,Deutschrap Battle‑Provokation
62,"schmetterlings, schmetterlinge, schmetterling, schmetterling steht, flattern",26,2020-2024,Schmetterlingsmetaphorik über Wandel und neue Freiheit
63,"nas, nas positioniert, niggas, nas nutzt, community",102,2020-2024,Straßenleben und Gewalt
64,"jingle, white christmas, sleigh, jingle bells, one horse",46,2020-2024,Weihnachten und Winter
65,"eko, eko fresh, savas, freezy, deutschen rap",15,2020-2024,Selbstinszenierung im Rap
